order_id,building_id,latitude,longitude,order_time,order_amount,building_type
435,4,30.75,76.8,2023-01-01 22:56:18,323.99,office
436,4,30.75,76.8,2023-01-01 08:42:45,369.4,office
437,4,30.75,76.8,2023-01-01 11:18:50,297.88,office
438,4,30.75,76.8,2023-01-01 20:06:24,233.6,office
439,4,30.75,76.8,2023-01-01 08:10:51,496.52,office
440,4,30.75,76.8,2023-01-01 04:07:51,257.65,office
441,4,30.75,76.8,2023-01-01 04:16:36,341.47,office
442,4,30.75,76.8,2023-01-01 05:36:21,274.27,office
443,4,30.75,76.8,2023-01-01 10:37:34,278.99,office
444,4,30.75,76.8,2023-01-01 09:57:18,236.97,office
445,4,30.75,76.8,2023-01-01 17:34:02,491.11,office
446,4,30.75,76.8,2023-01-01 08:52:26,255.55,office
447,4,30.75,76.8,2023-01-01 05:15:58,222.61,office
448,4,30.75,76.8,2023-01-01 21:49:21,278.71,office
449,4,30.75,76.8,2023-01-01 04:58:12,438.81,office
450,4,30.75,76.8,2023-01-01 10:03:28,397.7,office
451,4,30.75,76.8,2023-01-01 15:06:27,202.94,office
452,4,30.75,76.8,2023-01-01 18:29:10,170.23,office
453,4,30.75,76.8,2023-01-01 00:05:36,177.28,office
454,4,30.75,76.8,2023-01-01 10:52:12,426.86,office
455,4,30.75,76.8,2023-01-01 21:06:51,499.51,office
456,4,30.75,76.8,2023-01-01 17:49:38,439.37,office
457,4,30.75,76.8,2023-01-01 16:15:29,292.36,office
458,4,30.75,76.8,2023-01-01 12:33:56,199.6,office
459,4,30.75,76.8,2023-01-01 19:47:08,219.74,office
460,4,30.75,76.8,2023-01-01 11:42:56,441.32,office
461,4,30.75,76.8,2023-01-01 08:41:40,307.31,office
462,4,30.75,76.8,2023-01-01 08:30:13,435.21,office
463,4,30.75,76.8,2023-01-01 14:57:21,69.64,office
464,4,30.75,76.8,2023-01-01 17:13:13,367.35,office
465,4,30.75,76.8,2023-01-01 13:52:48,223.74,office
466,4,30.75,76.8,2023-01-01 23:44:21,491.37,office
467,4,30.75,76.8,2023-01-01 18:02:03,484.17,office
468,4,30.75,76.8,2023-01-01 04:35:47,276.03,office
469,4,30.75,76.8,2023-01-01 21:29:16,199.4,office
470,4,30.75,76.8,2023-01-01 03:39:14,443.39,office
471,4,30.75,76.8,2023-01-01 16:01:51,94.87,office
472,4,30.75,76.8,2023-01-01 16:38:10,56.91,office
473,4,30.75,76.8,2023-01-01 05:14:54,234.49,office
474,4,30.75,76.8,2023-01-01 23:50:23,486.48,office
475,4,30.75,76.8,2023-01-01 02:43:27,261.27,office
476,4,30.75,76.8,2023-01-01 09:38:57,202.35,office
477,4,30.75,76.8,2023-01-01 14:28:18,342.43,office
478,4,30.75,76.8,2023-01-01 11:57:45,433.55,office
479,4,30.75,76.8,2023-01-01 19:25:42,221.0,office
480,4,30.75,76.8,2023-01-01 11:31:45,332.06,office
481,4,30.75,76.8,2023-01-01 17:45:56,442.57,office
482,4,30.75,76.8,2023-01-01 01:18:25,327.86,office
483,4,30.75,76.8,2023-01-01 08:32:51,334.02,office
484,4,30.75,76.8,2023-01-01 10:27:47,498.84,office
485,4,30.75,76.8,2023-01-01 03:17:26,245.29,office
486,4,30.75,76.8,2023-01-01 03:35:03,392.17,office
487,4,30.75,76.8,2023-01-01 03:39:33,249.66,office
488,4,30.75,76.8,2023-01-01 10:54:11,456.54,office
489,4,30.75,76.8,2023-01-01 01:40:28,195.97,office
490,4,30.75,76.8,2023-01-01 02:02:35,182.02,office
491,4,30.75,76.8,2023-01-01 13:38:51,243.81,office
492,4,30.75,76.8,2023-01-01 08:53:27,289.02,office
493,4,30.75,76.8,2023-01-01 20:36:17,356.81,office
494,4,30.75,76.8,2023-01-01 06:33:20,126.49,office
495,4,30.75,76.8,2023-01-01 02:52:30,324.27,office
496,4,30.75,76.8,2023-01-01 13:55:40,328.87,office
497,4,30.75,76.8,2023-01-01 08:46:06,273.95,office
498,4,30.75,76.8,2023-01-01 21:13:55,114.4,office
499,4,30.75,76.8,2023-01-01 16:47:23,337.06,office
500,4,30.75,76.8,2023-01-01 16:43:56,164.9,office
501,4,30.75,76.8,2023-01-01 00:20:31,454.51,office
502,4,30.75,76.8,2023-01-01 16:56:21,455.54,office
503,4,30.75,76.8,2023-01-01 19:54:03,121.09,office
504,4,30.75,76.8,2023-01-01 16:04:58,475.36,office
505,4,30.75,76.8,2023-01-01 21:23:34,184.62,office
506,4,30.75,76.8,2023-01-01 15:26:55,360.64,office
507,4,30.75,76.8,2023-01-01 16:37:58,430.39,office
508,4,30.75,76.8,2023-01-01 07:15:11,499.72,office
509,4,30.75,76.8,2023-01-01 17:35:35,97.99,office
510,4,30.75,76.8,2023-01-01 13:53:06,307.37,office
511,4,30.75,76.8,2023-01-01 20:55:41,183.14,office
512,4,30.75,76.8,2023-01-01 10:44:56,59.87,office
513,4,30.75,76.8,2023-01-01 23:57:55,228.11,office
514,4,30.75,76.8,2023-01-01 00:17:41,304.67,office
515,4,30.75,76.8,2023-01-01 01:47:08,459.78,office
516,4,30.75,76.8,2023-01-01 18:05:07,424.78,office
517,4,30.75,76.8,2023-01-01 10:25:12,399.08,office
518,4,30.75,76.8,2023-01-01 08:22:42,323.18,office
519,4,30.75,76.8,2023-01-01 12:49:39,148.55,office
520,4,30.75,76.8,2023-01-01 06:55:20,329.4,office
521,4,30.75,76.8,2023-01-01 04:58:47,332.71,office
522,4,30.75,76.8,2023-01-01 22:50:42,340.85,office
523,4,30.75,76.8,2023-01-01 11:14:52,404.87,office
524,4,30.75,76.8,2023-01-01 01:12:53,310.81,office
525,4,30.75,76.8,2023-01-01 04:47:04,90.56,office
526,4,30.75,76.8,2023-01-01 10:44:40,197.02,office
527,4,30.75,76.8,2023-01-01 15:07:40,129.04,office
528,4,30.75,76.8,2023-01-01 04:48:42,403.93,office
529,4,30.75,76.8,2023-01-01 13:19:13,288.88,office
530,4,30.75,76.8,2023-01-01 09:55:20,423.71,office
531,4,30.75,76.8,2023-01-01 09:21:21,461.32,office
532,4,30.75,76.8,2023-01-01 17:32:36,485.32,office
533,4,30.75,76.8,2023-01-01 10:44:44,385.95,office
534,4,30.75,76.8,2023-01-01 12:19:56,411.9,office
535,4,30.75,76.8,2023-01-01 17:03:05,483.3,office
536,4,30.75,76.8,2023-01-01 05:07:29,389.37,office
537,4,30.75,76.8,2023-01-01 08:12:51,437.06,office
538,4,30.75,76.8,2023-01-01 14:28:09,485.27,office
539,4,30.75,76.8,2023-01-01 20:17:28,214.6,office
540,4,30.75,76.8,2023-01-01 14:21:57,56.26,office
541,4,30.75,76.8,2023-01-01 19:32:09,105.61,office
542,4,30.75,76.8,2023-01-01 13:25:11,352.77,office
543,4,30.75,76.8,2023-01-01 09:32:42,313.05,office
544,4,30.75,76.8,2023-01-01 23:14:55,473.13,office
545,4,30.75,76.8,2023-01-01 03:56:41,353.68,office
546,4,30.75,76.8,2023-01-01 17:09:57,61.26,office
547,4,30.75,76.8,2023-01-01 20:26:24,197.6,office
548,4,30.75,76.8,2023-01-01 22:12:44,149.62,office
549,4,30.75,76.8,2023-01-01 02:18:05,335.93,office
550,4,30.75,76.8,2023-01-01 16:54:12,459.22,office
551,4,30.75,76.8,2023-01-01 11:00:08,342.16,office
552,4,30.75,76.8,2023-01-01 04:14:52,112.9,office
553,4,30.75,76.8,2023-01-01 01:21:17,186.96,office
554,5,30.71,76.76,2023-01-01 17:56:09,102.25,residential
555,5,30.71,76.76,2023-01-01 08:32:55,449.27,residential
556,5,30.71,76.76,2023-01-01 04:56:21,224.89,residential
557,5,30.71,76.76,2023-01-01 13:30:29,351.72,residential
558,5,30.71,76.76,2023-01-01 19:40:04,238.61,residential
559,5,30.71,76.76,2023-01-01 05:37:33,448.44,residential
560,5,30.71,76.76,2023-01-01 23:50:41,94.56,residential
561,5,30.71,76.76,2023-01-01 17:48:59,327.04,residential
562,5,30.71,76.76,2023-01-01 10:11:06,64.72,residential
563,5,30.71,76.76,2023-01-01 13:29:26,147.77,residential
564,5,30.71,76.76,2023-01-01 16:11:27,477.75,residential
565,5,30.71,76.76,2023-01-01 13:12:17,94.71,residential
566,5,30.71,76.76,2023-01-01 13:22:27,295.01,residential
567,5,30.71,76.76,2023-01-01 23:28:38,211.4,residential
568,5,30.71,76.76,2023-01-01 14:29:44,174.15,residential
569,5,30.71,76.76,2023-01-01 04:26:51,477.05,residential
570,5,30.71,76.76,2023-01-01 16:33:20,91.25,residential
571,5,30.71,76.76,2023-01-01 07:43:21,338.77,residential
572,5,30.71,76.76,2023-01-01 21:44:29,486.99,residential
573,5,30.71,76.76,2023-01-01 01:50:29,404.06,residential
574,5,30.71,76.76,2023-01-01 08:52:05,494.97,residential
575,5,30.71,76.76,2023-01-01 20:33:20,142.34,residential
576,5,30.71,76.76,2023-01-01 20:10:41,143.22,residential
577,5,30.71,76.76,2023-01-01 07:51:45,415.87,residential
578,5,30.71,76.76,2023-01-01 08:28:59,197.85,residential
579,5,30.71,76.76,2023-01-01 05:22:20,404.89,residential
580,5,30.71,76.76,2023-01-01 21:41:56,51.28,residential
581,5,30.71,76.76,2023-01-01 05:16:04,494.39,residential
582,5,30.71,76.76,2023-01-01 19:40:07,162.79,residential
583,5,30.71,76.76,2023-01-01 06:21:11,99.47,residential
584,5,30.71,76.76,2023-01-01 00:56:19,109.31,residential
585,5,30.71,76.76,2023-01-01 13:02:35,405.49,residential
586,5,30.71,76.76,2023-01-01 08:39:46,314.98,residential
587,5,30.71,76.76,2023-01-01 00:34:28,128.41,residential
588,5,30.71,76.76,2023-01-01 01:54:28,107.04,residential
589,5,30.71,76.76,2023-01-01 15:19:36,286.74,residential
590,5,30.71,76.76,2023-01-01 02:18:50,264.31,residential
591,5,30.71,76.76,2023-01-01 13:10:53,280.96,residential
592,5,30.71,76.76,2023-01-01 03:58:13,253.4,residential
593,5,30.71,76.76,2023-01-01 08:03:58,475.44,residential
594,5,30.71,76.76,2023-01-01 01:34:43,377.26,residential
595,5,30.71,76.76,2023-01-01 23:59:23,284.65,residential
596,5,30.71,76.76,2023-01-01 16:40:36,339.5,residential
597,5,30.71,76.76,2023-01-01 01:08:02,77.37,residential
598,5,30.71,76.76,2023-01-01 17:26:21,431.28,residential
599,5,30.71,76.76,2023-01-01 15:31:12,358.74,residential
600,5,30.71,76.76,2023-01-01 17:51:00,370.58,residential
